case_id,visa_type,beneficiary_data,recommender_data,rough_draft,final_draft
case_104,O-1A,"Dr. Alex 104 works in theoretical CS. Publications: 58. Citations: 1102. Awards: AAAI Fellow. Key venues: KDD, ICLR,
ICML.","Dr. Jordan 104, Director, Stanford","I am writing to recommend Dr. Alex 104. Dr. Alex 104 is a talented researcher in theoretical CS. They have
many publications and their work is known at venues like KDD, ICLR, ICML. They have around 72 publications. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 104 for the O-1A visa category. As Director at Stanford, I have closely
followed Dr. Alex 104's work in theoretical CS.

Dr. Alex 104 has authored 58 peer-reviewed publications with approximately 1102 citations. Notably, Dr. Alex
104 received AAAI Fellow. Dr. Alex 104's research appears at KDD, ICLR, ICML and is widely recognized in
theoretical CS.

In summary, Dr. Alex 104 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_105,NIW,"Dr. Alex 105 works in cybersecurity. Publications: 34. Citations: 1007. Awards: ACM Best Paper Award, IEEE Fellow. Key
venues: KDD, CVPR.","Dr. Jordan 105, Chair, OpenAI","I am writing to recommend Dr. Alex 105. Dr. Alex 105 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like KDD, CVPR. They have around 34 publications. I believe
they are qualified for the NIW visa. Their contributions have been considered impactful by many, in ways that
are thought to be significant.","I am honored to recommend Dr. Alex 105 for the NIW visa category. As Chair at OpenAI, I have closely followed
Dr. Alex 105's work in cybersecurity.

Dr. Alex 105 has authored 34 peer-reviewed publications with approximately 1007 citations. Notably, Dr. Alex
105 received ACM Best Paper Award, IEEE Fellow. Dr. Alex 105's research appears at KDD, CVPR and is widely
recognized in cybersecurity.

In summary, Dr. Alex 105 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_106,EB-1A,"Dr. Alex 106 works in computer vision. Publications: 23. Citations: 420. Awards: Turing Award nomination, NeurIPS
Outstanding Paper. Key venues: EMNLP, ACL, ICML.","Dr. Jordan 106, Professor, Berkeley","I am writing to recommend Dr. Alex 106. Dr. Alex 106 is a talented researcher in computer vision. They have
many publications and their work is known at venues like EMNLP, ACL, ICML. They have around 23 publications. I
believe they are highly qualified. Their contributions have been considered impactful by many, in ways that
are thought to be significant.","I am honored to recommend Dr. Alex 106 for the EB-1A visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 106's work in computer vision.

Dr. Alex 106 has authored 23 peer-reviewed publications with approximately 420 citations. Notably, Dr. Alex
106 received Turing Award nomination, NeurIPS Outstanding Paper. Dr. Alex 106's research appears at EMNLP,
ACL, ICML and is widely recognized in computer vision.

In summary, Dr. Alex 106 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_107,O-1A,Dr. Alex 107 works in computational biology. Publications: 70. Citations: 2859. Awards: —. Key venues: ACL.,"Dr. Jordan 107, Director, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
107. Dr. Alex 107 is a talented researcher in computational biology. Their work is recognized at top venues.
They have around 70 publications. I believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 107 for the O-1A visa category. As Director at MIT, I have closely followed
Dr. Alex 107's work in computational biology.

Dr. Alex 107 has authored 70 peer-reviewed publications with approximately 2859 citations. Dr. Alex 107's
research appears at ACL and is widely recognized in computational biology.

In summary, Dr. Alex 107 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_108,NIW,"Dr. Alex 108 works in computer vision. Publications: 78. Citations: 2402. Awards: ICLR Spotlight, IEEE Fellow. Key
venues: NeurIPS, EMNLP.","Dr. Jordan 108, Principal Scientist, Stanford","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
108. Dr. Alex 108 is a talented researcher in computer vision. They have many publications and their work is
known at venues like NeurIPS, EMNLP. They have around 78 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 108 for the NIW visa category. As Principal Scientist at Stanford, I have
closely followed Dr. Alex 108's work in computer vision.

Dr. Alex 108 has authored 78 peer-reviewed publications with approximately 2402 citations. Notably, Dr. Alex
108 received ICLR Spotlight, IEEE Fellow. Dr. Alex 108's research appears at NeurIPS, EMNLP and is widely
recognized in computer vision.

In summary, Dr. Alex 108 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_109,NIW,"Dr. Alex 109 works in HCI. Publications: 66. Citations: 4473. Awards: —. Key venues: ACL, ICLR.","Dr. Jordan 109, Associate Professor, Microsoft Research","They have many publications and their work is known at venues like ACL, ICLR. They have around 66
publications. They also received the World AI Medal. I believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 109 for the NIW visa category. As Associate Professor at Microsoft
Research, I have closely followed Dr. Alex 109's work in HCI.

Dr. Alex 109 has authored 66 peer-reviewed publications with approximately 4473 citations. Dr. Alex 109's
research appears at ACL, ICLR and is widely recognized in HCI.

In summary, Dr. Alex 109 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_110,O-1A,Dr. Alex 110 works in cybersecurity. Publications: 70. Citations: 1291. Awards: —. Key venues: ACL.,"Dr. Jordan 110, Research Scientist, Caltech","I am writing to recommend Dr. Alex 110. Dr. Alex 110 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like ACL. They have around 70 publications. They also received
the World AI Medal. I believe they are qualified for the O-1A visa.","I am honored to recommend Dr. Alex 110 for the O-1A visa category. As Research Scientist at Caltech, I have
closely followed Dr. Alex 110's work in cybersecurity.

Dr. Alex 110 has authored 70 peer-reviewed publications with approximately 1291 citations. Dr. Alex 110's
research appears at ACL and is widely recognized in cybersecurity.

In summary, Dr. Alex 110 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_111,O-1A,"Dr. Alex 111 works in HCI. Publications: 65. Citations: 1551. Awards: AAAI Fellow. Key venues: ACL, ICLR.","Dr. Jordan 111, Chair, Caltech","They have many publications and their work is known at venues like ACL, ICLR. They have around 65
publications. I believe they are qualified for the O-1A visa. Their contributions have been considered
impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 111 for the O-1A visa category. As Chair at Caltech, I have closely
followed Dr. Alex 111's work in HCI.

Dr. Alex 111 has authored 65 peer-reviewed publications with approximately 1551 citations. Notably, Dr. Alex
111 received AAAI Fellow. Dr. Alex 111's research appears at ACL, ICLR and is widely recognized in HCI.

In summary, Dr. Alex 111 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_112,O-1A,"Dr. Alex 112 works in robotics. Publications: 57. Citations: 1911. Awards: IEEE Fellow, ACM Best Paper Award. Key
venues: KDD, EMNLP, CVPR.","Dr. Jordan 112, Research Scientist, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
112. Dr. Alex 112 is a talented researcher in robotics. Their work is recognized at top venues. They have
around 57 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 112 for the O-1A visa category. As Research Scientist at MIT, I have
closely followed Dr. Alex 112's work in robotics.

Dr. Alex 112 has authored 57 peer-reviewed publications with approximately 1911 citations. Notably, Dr. Alex
112 received IEEE Fellow, ACM Best Paper Award. Dr. Alex 112's research appears at KDD, EMNLP, CVPR and is
widely recognized in robotics.

In summary, Dr. Alex 112 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_113,NIW,Dr. Alex 113 works in HCI. Publications: 75. Citations: 1573. Awards: NeurIPS Outstanding Paper. Key venues: CVPR.,"Dr. Jordan 113, Chair, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
113. Dr. Alex 113 is a talented researcher in HCI. They have many publications and their work is known at
venues like CVPR. They have around 75 publications. They also received the Best Innovator 2022. I believe they
are qualified for the NIW visa.","I am honored to recommend Dr. Alex 113 for the NIW visa category. As Chair at Google DeepMind, I have closely
followed Dr. Alex 113's work in HCI.

Dr. Alex 113 has authored 75 peer-reviewed publications with approximately 1573 citations. Notably, Dr. Alex
113 received NeurIPS Outstanding Paper. Dr. Alex 113's research appears at CVPR and is widely recognized in
HCI.

In summary, Dr. Alex 113 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_114,NIW,Dr. Alex 114 works in cybersecurity. Publications: 13. Citations: 536. Awards: —. Key venues: NeurIPS.,"Dr. Jordan 114, Director, MIT","They have many publications and their work is known at venues like NeurIPS. They have around 13 publications.
They also received the Best Innovator 2022. I believe they are highly qualified. Their contributions have been
considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 114 for the NIW visa category. As Director at MIT, I have closely followed
Dr. Alex 114's work in cybersecurity.

Dr. Alex 114 has authored 13 peer-reviewed publications with approximately 536 citations. Dr. Alex 114's
research appears at NeurIPS and is widely recognized in cybersecurity.

In summary, Dr. Alex 114 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_115,O-1A,Dr. Alex 115 works in theoretical CS. Publications: 54. Citations: 700. Awards: IEEE Fellow. Key venues: KDD.,"Dr. Jordan 115, Associate Professor, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
115. Dr. Alex 115 is a talented researcher in theoretical CS. They have many publications and are recognized
in their field. They have around 54 publications.","I am honored to recommend Dr. Alex 115 for the O-1A visa category. As Associate Professor at Berkeley, I have
closely followed Dr. Alex 115's work in theoretical CS.

Dr. Alex 115 has authored 54 peer-reviewed publications with approximately 700 citations. Notably, Dr. Alex
115 received IEEE Fellow. Dr. Alex 115's research appears at KDD and is widely recognized in theoretical CS.

In summary, Dr. Alex 115 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_116,EB-1A,"Dr. Alex 116 works in theoretical CS. Publications: 27. Citations: 1543. Awards: ICLR Spotlight, NSF CAREER Award. Key
venues: EMNLP.","Dr. Jordan 116, Professor, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
116. Dr. Alex 116 is a talented researcher in theoretical CS. They have many publications and their work is
known at venues like EMNLP. They have around 27 publications. I believe they are highly qualified. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 116 for the EB-1A visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 116's work in theoretical CS.

Dr. Alex 116 has authored 27 peer-reviewed publications with approximately 1543 citations. Notably, Dr. Alex
116 received ICLR Spotlight, NSF CAREER Award. Dr. Alex 116's research appears at EMNLP and is widely
recognized in theoretical CS.

In summary, Dr. Alex 116 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_117,EB-1A,"Dr. Alex 117 works in computational biology. Publications: 21. Citations: 4808. Awards: AAAI Fellow, ACM Best Paper
Award. Key venues: CVPR, ACL, EMNLP.","Dr. Jordan 117, Research Scientist, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
117. Dr. Alex 117 is a talented researcher in computational biology. They have many publications and their
work is known at venues like CVPR, ACL, EMNLP. They have around 21 publications. I believe they are qualified
for the EB-1A visa.","I am honored to recommend Dr. Alex 117 for the EB-1A visa category. As Research Scientist at Google DeepMind,
I have closely followed Dr. Alex 117's work in computational biology.

Dr. Alex 117 has authored 21 peer-reviewed publications with approximately 4808 citations. Notably, Dr. Alex
117 received AAAI Fellow, ACM Best Paper Award. Dr. Alex 117's research appears at CVPR, ACL, EMNLP and is
widely recognized in computational biology.

In summary, Dr. Alex 117 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_118,EB-1A,"Dr. Alex 118 works in theoretical CS. Publications: 56. Citations: 1014. Awards: ACL Best Paper Award, NSF CAREER Award.
Key venues: ICML.","Dr. Jordan 118, Professor, MIT","I am writing to recommend Dr. Alex 118. Dr. Alex 118 is a talented researcher in theoretical CS. They have
many publications and their work is known at venues like ICML. They have around 56 publications. I believe
they are highly qualified.","I am honored to recommend Dr. Alex 118 for the EB-1A visa category. As Professor at MIT, I have closely
followed Dr. Alex 118's work in theoretical CS.

Dr. Alex 118 has authored 56 peer-reviewed publications with approximately 1014 citations. Notably, Dr. Alex
118 received ACL Best Paper Award, NSF CAREER Award. Dr. Alex 118's research appears at ICML and is widely
recognized in theoretical CS.

In summary, Dr. Alex 118 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_119,NIW,"Dr. Alex 119 works in computational biology. Publications: 23. Citations: 551. Awards: Turing Award nomination. Key
venues: KDD, ACL.","Dr. Jordan 119, Research Scientist, Google DeepMind","I am writing to recommend Dr. Alex 119. Dr. Alex 119 is a talented researcher in computational biology. They
have many publications and their work is known at venues like KDD, ACL. They have around 23 publications. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 119 for the NIW visa category. As Research Scientist at Google DeepMind, I
have closely followed Dr. Alex 119's work in computational biology.

Dr. Alex 119 has authored 23 peer-reviewed publications with approximately 551 citations. Notably, Dr. Alex
119 received Turing Award nomination. Dr. Alex 119's research appears at KDD, ACL and is widely recognized in
computational biology.

In summary, Dr. Alex 119 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_120,NIW,"Dr. Alex 120 works in NLP. Publications: 66. Citations: 1596. Awards: —. Key venues: EMNLP, NeurIPS, ACL.","Dr. Jordan 120, Director, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
120. Dr. Alex 120 is a talented researcher in NLP. They have many publications and their work is known at
venues like EMNLP, NeurIPS, ACL. They have around 55 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 120 for the NIW visa category. As Director at MIT, I have closely followed
Dr. Alex 120's work in NLP.

Dr. Alex 120 has authored 66 peer-reviewed publications with approximately 1596 citations. Dr. Alex 120's
research appears at EMNLP, NeurIPS, ACL and is widely recognized in NLP.

In summary, Dr. Alex 120 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_121,EB-1A,"Dr. Alex 121 works in robotics. Publications: 74. Citations: 513. Awards: Sloan Fellowship. Key venues: CVPR, AAAI, ACL.","Dr. Jordan 121, Principal Scientist, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
121. Dr. Alex 121 is a talented researcher in robotics. They have many publications and their work is known at
venues like CVPR, AAAI, ACL. They have around 74 publications. They also received the Global Genius Prize. I
believe they are highly qualified.","I am honored to recommend Dr. Alex 121 for the EB-1A visa category. As Principal Scientist at OpenAI, I have
closely followed Dr. Alex 121's work in robotics.

Dr. Alex 121 has authored 74 peer-reviewed publications with approximately 513 citations. Notably, Dr. Alex
121 received Sloan Fellowship. Dr. Alex 121's research appears at CVPR, AAAI, ACL and is widely recognized in
robotics.

In summary, Dr. Alex 121 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_122,EB-1A,"Dr. Alex 122 works in robotics. Publications: 18. Citations: 1411. Awards: —. Key venues: ACL, ICLR, AAAI.","Dr. Jordan 122, Director, Berkeley","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
122. Dr. Alex 122 is a talented researcher in robotics. Their work is recognized at top venues. They have
around 34 publications. I believe they are highly qualified. Their contributions have been considered
impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 122 for the EB-1A visa category. As Director at Berkeley, I have closely
followed Dr. Alex 122's work in robotics.

Dr. Alex 122 has authored 18 peer-reviewed publications with approximately 1411 citations. Dr. Alex 122's
research appears at ACL, ICLR, AAAI and is widely recognized in robotics.

In summary, Dr. Alex 122 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_123,NIW,"Dr. Alex 123 works in computer vision. Publications: 19. Citations: 4482. Awards: NeurIPS Outstanding Paper, NSF CAREER
Award. Key venues: ICLR, ACL.","Dr. Jordan 123, Professor, Google DeepMind","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
123. Dr. Alex 123 is a talented researcher in computer vision. They have many publications and are recognized
in their field. They have around 24 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 123 for the NIW visa category. As Professor at Google DeepMind, I have
closely followed Dr. Alex 123's work in computer vision.

Dr. Alex 123 has authored 19 peer-reviewed publications with approximately 4482 citations. Notably, Dr. Alex
123 received NeurIPS Outstanding Paper, NSF CAREER Award. Dr. Alex 123's research appears at ICLR, ACL and is
widely recognized in computer vision.

In summary, Dr. Alex 123 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_124,O-1A,Dr. Alex 124 works in robotics. Publications: 41. Citations: 4709. Awards: NSF CAREER Award. Key venues: NeurIPS.,"Dr. Jordan 124, Associate Professor, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
124. Dr. Alex 124 is a talented researcher in robotics. They have many publications and their work is known at
venues like NeurIPS. They have around 41 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 124 for the O-1A visa category. As Associate Professor at OpenAI, I have
closely followed Dr. Alex 124's work in robotics.

Dr. Alex 124 has authored 41 peer-reviewed publications with approximately 4709 citations. Notably, Dr. Alex
124 received NSF CAREER Award. Dr. Alex 124's research appears at NeurIPS and is widely recognized in
robotics.

In summary, Dr. Alex 124 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_125,NIW,Dr. Alex 125 works in computational biology. Publications: 49. Citations: 4176. Awards: —. Key venues: ICML.,"Dr. Jordan 125, Research Scientist, Caltech","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
125. Dr. Alex 125 is a talented researcher in computational biology. Their work is recognized at top venues.
They have around 49 publications. Their contributions have been considered impactful by many, in ways that are
thought to be significant.","I am honored to recommend Dr. Alex 125 for the NIW visa category. As Research Scientist at Caltech, I have
closely followed Dr. Alex 125's work in computational biology.

Dr. Alex 125 has authored 49 peer-reviewed publications with approximately 4176 citations. Dr. Alex 125's
research appears at ICML and is widely recognized in computational biology.

In summary, Dr. Alex 125 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_126,NIW,"Dr. Alex 126 works in computational biology. Publications: 33. Citations: 593. Awards: Sloan Fellowship. Key venues:
EMNLP, ACL, NeurIPS.","Dr. Jordan 126, Research Scientist, Google DeepMind","I am writing to recommend Dr. Alex 126. Dr. Alex 126 is a talented researcher in computational biology. Their
work is recognized at top venues. They have around 53 publications.","I am honored to recommend Dr. Alex 126 for the NIW visa category. As Research Scientist at Google DeepMind, I
have closely followed Dr. Alex 126's work in computational biology.

Dr. Alex 126 has authored 33 peer-reviewed publications with approximately 593 citations. Notably, Dr. Alex
126 received Sloan Fellowship. Dr. Alex 126's research appears at EMNLP, ACL, NeurIPS and is widely recognized
in computational biology.

In summary, Dr. Alex 126 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_127,O-1A,Dr. Alex 127 works in HCI. Publications: 68. Citations: 413. Awards: Sloan Fellowship. Key venues: NeurIPS.,"Dr. Jordan 127, Associate Professor, Berkeley","I am writing to recommend Dr. Alex 127. Dr. Alex 127 is a talented researcher in HCI. They have many
publications and their work is known at venues like NeurIPS. They have around 68 publications. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 127 for the O-1A visa category. As Associate Professor at Berkeley, I have
closely followed Dr. Alex 127's work in HCI.

Dr. Alex 127 has authored 68 peer-reviewed publications with approximately 413 citations. Notably, Dr. Alex
127 received Sloan Fellowship. Dr. Alex 127's research appears at NeurIPS and is widely recognized in HCI.

In summary, Dr. Alex 127 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_128,O-1A,"Dr. Alex 128 works in cybersecurity. Publications: 36. Citations: 2989. Awards: IEEE Fellow, ACM Best Paper Award. Key
venues: EMNLP, ACL.","Dr. Jordan 128, Principal Scientist, MIT","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
128. Dr. Alex 128 is a talented researcher in cybersecurity. They have many publications and are recognized in
their field. They have around 36 publications. I believe they are qualified for the O-1A visa. Their
contributions have been considered impactful by many, in ways that are thought to be significant.","I am honored to recommend Dr. Alex 128 for the O-1A visa category. As Principal Scientist at MIT, I have
closely followed Dr. Alex 128's work in cybersecurity.

Dr. Alex 128 has authored 36 peer-reviewed publications with approximately 2989 citations. Notably, Dr. Alex
128 received IEEE Fellow, ACM Best Paper Award. Dr. Alex 128's research appears at EMNLP, ACL and is widely
recognized in cybersecurity.

In summary, Dr. Alex 128 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_129,EB-1A,Dr. Alex 129 works in cybersecurity. Publications: 60. Citations: 931. Awards: ACM Best Paper Award. Key venues: ACL.,"Dr. Jordan 129, Professor, Microsoft Research","I am writing to recommend Dr. Alex 129. Dr. Alex 129 is a talented researcher in cybersecurity. They have many
publications and their work is known at venues like ACL. They have around 60 publications. I believe they are
qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 129 for the EB-1A visa category. As Professor at Microsoft Research, I have
closely followed Dr. Alex 129's work in cybersecurity.

Dr. Alex 129 has authored 60 peer-reviewed publications with approximately 931 citations. Notably, Dr. Alex
129 received ACM Best Paper Award. Dr. Alex 129's research appears at ACL and is widely recognized in
cybersecurity.

In summary, Dr. Alex 129 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_130,EB-1A,"Dr. Alex 130 works in NLP. Publications: 52. Citations: 4529. Awards: IEEE Fellow, AAAI Fellow. Key venues: CVPR, ACL,
ICLR.","Dr. Jordan 130, Professor, Berkeley","I am writing to recommend Dr. Alex 130. Dr. Alex 130 is a talented researcher in NLP. They have many
publications and their work is known at venues like CVPR, ACL, ICLR. They have around 35 publications. I
believe they are qualified for the EB-1A visa.","I am honored to recommend Dr. Alex 130 for the EB-1A visa category. As Professor at Berkeley, I have closely
followed Dr. Alex 130's work in NLP.

Dr. Alex 130 has authored 52 peer-reviewed publications with approximately 4529 citations. Notably, Dr. Alex
130 received IEEE Fellow, AAAI Fellow. Dr. Alex 130's research appears at CVPR, ACL, ICLR and is widely
recognized in NLP.

In summary, Dr. Alex 130 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_131,EB-1A,"Dr. Alex 131 works in HCI. Publications: 51. Citations: 1852. Awards: Sloan Fellowship, IEEE Fellow. Key venues: EMNLP,
ICML, ICLR.","Dr. Jordan 131, Professor, Microsoft Research","I am writing to recommend Dr. Alex 131. Dr. Alex 131 is a talented researcher in HCI. They have many
publications and their work is known at venues like EMNLP, ICML, ICLR. They have around 51 publications. I
believe they are highly qualified. Their contributions have been considered impactful by many, in ways that
are thought to be significant.","I am honored to recommend Dr. Alex 131 for the EB-1A visa category. As Professor at Microsoft Research, I have
closely followed Dr. Alex 131's work in HCI.

Dr. Alex 131 has authored 51 peer-reviewed publications with approximately 1852 citations. Notably, Dr. Alex
131 received Sloan Fellowship, IEEE Fellow. Dr. Alex 131's research appears at EMNLP, ICML, ICLR and is widely
recognized in HCI.

In summary, Dr. Alex 131 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_132,NIW,"Dr. Alex 132 works in theoretical CS. Publications: 60. Citations: 748. Awards: Turing Award nomination. Key venues:
EMNLP.","Dr. Jordan 132, Principal Scientist, Microsoft Research","I am writing to recommend Dr. Alex 132. Dr. Alex 132 is a talented researcher in theoretical CS. They have
many publications and their work is known at venues like EMNLP. They have around 60 publications. I believe
they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 132 for the NIW visa category. As Principal Scientist at Microsoft
Research, I have closely followed Dr. Alex 132's work in theoretical CS.

Dr. Alex 132 has authored 60 peer-reviewed publications with approximately 748 citations. Notably, Dr. Alex
132 received Turing Award nomination. Dr. Alex 132's research appears at EMNLP and is widely recognized in
theoretical CS.

In summary, Dr. Alex 132 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_133,EB-1A,"Dr. Alex 133 works in computer vision. Publications: 41. Citations: 3735. Awards: NSF CAREER Award, IEEE Fellow. Key
venues: AAAI.","Dr. Jordan 133, Professor, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
133. Dr. Alex 133 is a talented researcher in computer vision. They have many publications and their work is
known at venues like AAAI. They have around 41 publications. They also received the Global Genius Prize. I
believe they are qualified for the NIW visa.","I am honored to recommend Dr. Alex 133 for the EB-1A visa category. As Professor at OpenAI, I have closely
followed Dr. Alex 133's work in computer vision.

Dr. Alex 133 has authored 41 peer-reviewed publications with approximately 3735 citations. Notably, Dr. Alex
133 received NSF CAREER Award, IEEE Fellow. Dr. Alex 133's research appears at AAAI and is widely recognized
in computer vision.

In summary, Dr. Alex 133 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_134,EB-1A,"Dr. Alex 134 works in robotics. Publications: 53. Citations: 2218. Awards: NeurIPS Outstanding Paper, Sloan Fellowship.
Key venues: AAAI, NeurIPS.","Dr. Jordan 134, Associate Professor, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
134. Dr. Alex 134 is a talented researcher in robotics. They have many publications and their work is known at
venues like AAAI, NeurIPS. They have around 53 publications. I believe they are highly qualified.","I am honored to recommend Dr. Alex 134 for the EB-1A visa category. As Associate Professor at OpenAI, I have
closely followed Dr. Alex 134's work in robotics.

Dr. Alex 134 has authored 53 peer-reviewed publications with approximately 2218 citations. Notably, Dr. Alex
134 received NeurIPS Outstanding Paper, Sloan Fellowship. Dr. Alex 134's research appears at AAAI, NeurIPS and
is widely recognized in robotics.

In summary, Dr. Alex 134 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_135,EB-1A,"Dr. Alex 135 works in computational biology. Publications: 75. Citations: 1061. Awards: —. Key venues: ICLR, EMNLP.","Dr. Jordan 135, Chair, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
135. Dr. Alex 135 is a talented researcher in computational biology. They have many publications and their
work is known at venues like ICLR, EMNLP. They have around 75 publications. I believe they are qualified for
the EB-1A visa.","I am honored to recommend Dr. Alex 135 for the EB-1A visa category. As Chair at OpenAI, I have closely
followed Dr. Alex 135's work in computational biology.

Dr. Alex 135 has authored 75 peer-reviewed publications with approximately 1061 citations. Dr. Alex 135's
research appears at ICLR, EMNLP and is widely recognized in computational biology.

In summary, Dr. Alex 135 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
case_136,EB-1A,Dr. Alex 136 works in robotics. Publications: 60. Citations: 3521. Awards: —. Key venues: ACL.,"Dr. Jordan 136, Research Scientist, OpenAI","I am pleased to write this letter. It is my pleasure to write this letter. I am writing to recommend Dr. Alex
136. Dr. Alex 136 is a talented researcher in robotics. They have many publications and their work is known at
venues like ACL. They have around 60 publications. They also received the Best Innovator 2022. I believe they
are highly qualified.","I am honored to recommend Dr. Alex 136 for the EB-1A visa category. As Research Scientist at OpenAI, I have
closely followed Dr. Alex 136's work in robotics.

Dr. Alex 136 has authored 60 peer-reviewed publications with approximately 3521 citations. Dr. Alex 136's
research appears at ACL and is widely recognized in robotics.

In summary, Dr. Alex 136 demonstrates sustained national and international acclaim. I strongly endorse this
petition and am available for any additional information."
